344.03999999999996	1	4	4
344.76	2	4	4
345.47999999999996	3	4	4
346.2	4	4	4
346.92	1	4	4
347.64	2	4	4
348.36	3	4	4
349.08	4	4	4
349.8	1	4	4
350.52	2	4	4
351.24	3	4	4
351.96	4	4	4
352.68	1	4	4
353.4	2	4	4
354.12	3	4	4
354.84	4	4	4
355.56	1	4	4
356.28	2	4	4
357.0	3	4	4
357.72	4	4	4
358.44000000000005	1	4	4
